"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";80777705,6985759;74260472,4554481;66140390,4396611;46001537,18082
"2";"plant_based";"waste";6066831,17086298;6517233,24312782;8120082,01578698;20138853,2588411
"3";"animal_based";"cont";90476642,088433;88935257,8644989;88017056,6442198;85013791,1880212
"4";"animal_based";"waste";740169,129547177;1541384,22393403;918201,220279153;3003265,45619859
