"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";55974854,8768985;55024534,1322013;53380495,4110658;48487289,7142222
"2";"plant_based";"waste";1145207,23112915;950320,744697216;1644038,72113551;4893205,69684365
"3";"animal_based";"cont";190420928,927506;190092295,965875;189716770,797818;187096134,345136
"4";"animal_based";"waste";517988,356489932;328632,961631353;375525,168057437;2620636,45268213
