"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";46100820,8512477;45364336,6778027;44306328,3098896;40715221,3892749
"2";"plant_based";"waste";749815,04671757;736484,173445015;1058008,36791306;3591106,92061471
"3";"animal_based";"cont";32207585,3339375;31965424,1202961;31722145,1338849;29656531,9148606
"4";"animal_based";"waste";159588,970589482;242161,213641437;243278,986411158;2065613,2190243
