"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";2321384296,51173;2252671098,06809;2191415086,03379;2073925990,48533
"2";"plant_based";"waste";60708889,8632936;68713198,4436458;61256012,0342941;117489095,548465
"3";"animal_based";"cont";707523240,091993;704946076,699334;703627723,703258;696386461,425325
"4";"animal_based";"waste";4229364,03632302;2577163,39265916;1318352,99607618;7241262,27793279
