"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";48083536,4529582;47277166,7288548;45882558,3252501;41666338,2723543
"2";"plant_based";"waste";1067795,98579144;806369,724103386;1394608,40360471;4216220,05289575
"3";"animal_based";"cont";2457897,53242655;2431091,27838433;2400712,30967047;2186535,19683069
"4";"animal_based";"waste";42470,6246452411;26806,2540422177;30378,9687138617;214177,112839778
