"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";75365954,2131274;69557526,8389105;62293074,7776925;44032226,7662284
"2";"plant_based";"waste";5297331,34198855;5808427,3742169;7264452,06121795;18260848,0114642
"3";"animal_based";"cont";16678987,9373028;16281987,4125452;15813417,2066882;12697297,679039
"4";"animal_based";"waste";269180,01004904;397000,52475754;468570,205857051;3116119,52764921
