"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";2454279659,29146;2381609373,80385;2316924300,02585;2192822056,10552
"2";"plant_based";"waste";64150901,526638;72670285,4876036;64685073,7780017;124102243,920336
"3";"animal_based";"cont";40594950,9431178;39947782,1473994;39548770,9468807;36918423,6031906
"4";"animal_based";"waste";1061649,87025615;647168,795718444;399011,200518747;2630347,34369008
