"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";50789179,9705098;50017920,1159248;48601856,8895124;44032226,7662284
"2";"plant_based";"waste";1089805,28920259;771259,854585005;1416063,22641249;4569630,12328399
"3";"animal_based";"cont";13781610,6828997;13678470,6505595;13579762,7289127;12697297,679039
"4";"animal_based";"waste";65323,9736027117;103140,032340176;98707,9216468466;882465,049873675
