"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";3203142380,54228;2886016959,76526;2629325168,55561;2168347243,49544
"2";"plant_based";"waste";281846976,293198;317125420,777018;256691791,209646;460977925,060178
"3";"animal_based";"cont";46007855,7902793;41815678,7675418;40519244,4841995;32519753,0052555
"4";"animal_based";"waste";3807608,19970626;4192177,02273747;1296434,28334235;7999491,478944
