"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";7269738,62415764;6568980,95013457;6079034,36412634;4768142,27907598
"2";"plant_based";"waste";446807,989745848;700757,674023072;489946,586008231;1310892,08505036
"3";"animal_based";"cont";3609729,46022455;3451564,80152596;3375173,49997033;3100339,97423615
"4";"animal_based";"waste";71600,6194994696;158164,658698588;76391,3015556338;274833,525734178
