"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";5372536,46664305;5263840,39148644;5174221,28921546;4829890,53292084
"2";"plant_based";"waste";104338,666468265;108696,075156613;89619,1022709786;344330,756294618
"3";"animal_based";"cont";2909604,01861849;2891622,77907096;2878505,8772743;2787808,3094254
"4";"animal_based";"waste";19319,8419218429;17981,2395475347;13116,9017966534;90697,5678489055
