"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";7688425,6176701;6947197,62645482;6429741,66868185;5044731,02138171
"2";"plant_based";"waste";472403,243174606;741227,991215279;517455,957772972;1385010,64730013
"3";"animal_based";"cont";571281,076349425;511209,371640905;481576,096181355;375195,396964193
"4";"animal_based";"waste";25867,1331383772;60071,7047085205;29633,2754595498;106380,699217162
