"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";69475275,155486;63854204,1404029;57038580,81066;40756419,9722124
"2";"plant_based";"waste";4937218,46880181;5621071,01508309;6815623,32974293;16282160,8384476
"3";"animal_based";"cont";2918066,86724419;2594428,74874409;2401499,44237588;1773579,92954669
"4";"animal_based";"waste";154655,62738261;323638,1185001;192929,306368209;627919,512829194
