"";"Kcal";"Prot";"Fats"
"cereals_potatoes";1376,82857390127;46,2140923255896;9,51997854118309
"excluded";0;0;0
"veg_legumes";297,653406731078;13,5218553068767;17,6571219456875
"fruits";138,434436191606;1,44243297901448;1,00102331262622
"alcohol_sugar";295,320796543682;2,2042843143829;0,347379218658347
"veg_oils";323,849663676044;0;36,634577338919
"milk";200,873519850534;10,7276007853669;10,0158126364398
"meat_fish_eggs";314,142046187723;14,071723509381;28,1219096831649
"Sum";2947,10244308194;88,1819892206117;103,297802676679
