"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";2715081843,71317;2634789793,21232;2561092158,81657;2417350755,15724
"2";"plant_based";"waste";72879076,2065874;80292050,5008573;73697634,3957477;143741403,659334
"3";"animal_based";"cont";1264319020,73878;1259703377,174;1257286094,83621;1243219194,64401
"4";"animal_based";"waste";7510709,81654659;4615643,56477935;2417282,33779176;14066900,1922006
