"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";2015706490,37187;1958965584,9996;1902586695,37624;1791678796,37821
"2";"plant_based";"waste";52946991,5097419;56740905,372272;56378889,6233574;110907898,99803
"3";"animal_based";"cont";3209588801,07779;3197861140,03371;3191628139,00113;3154817240,28208
"4";"animal_based";"waste";19120793,1189786;11727661,0440812;6233001,03258484;36810898,7190527
