"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";3028065225,48482;2728377087,5016;2485549488,82297;2049542798,41226
"2";"plant_based";"waste";266519657,88905;299688137,983221;242827598,678634;436006690,410713
"3";"animal_based";"cont";848274362,753878;834248857,340468;829996874,03153;807294160,610561
"4";"animal_based";"waste";15062786,8075227;14025505,4134096;4251983,30893741;22702713,4209698
