"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";21691162,0722008;21382957,1059969;21089782,0821594;18449674,8256846
"2";"plant_based";"waste";135483,927799206;308204,966203911;293175,023837485;2640107,25647484
"3";"animal_based";"cont";8259109,78027719;8160519,9501241;7950512,26421969;6780033,55472286
"4";"animal_based";"waste";146963,524249832;98589,8301530883;210007,685904406;1170478,70949683
