"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";3581549304,67191;3224970798,99878;2930880463,77395;2392561653,67688
"2";"plant_based";"waste";322764784,286737;356578505,673139;294090335,224826;538318810,097072
"3";"animal_based";"cont";1518635183,53927;1492292502,16722;1484411515,59987;1439969484,45781
"4";"animal_based";"waste";26966115,8557588;26342681,3720494;7880986,56735181;44442031,1420611
