"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";54600975,6329849;53724986,2078276;52087779,9927423;46945891,4982667
"2";"plant_based";"waste";1287724,90305947;875989,425157265;1637206,21508532;5141888,49447556
"3";"animal_based";"cont";71980989,4731406;71855675,8178653;71711814,2962469;70709540,2510838
"4";"animal_based";"waste";197524,314956497;125313,655275367;143861,52161842;1002274,04516309
