"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";44601190,7578196;41433758,3180009;38048241,7674246;29024402,6280453
"2";"plant_based";"waste";2249445,14014563;3167432,43981867;3385516,55057631;9023839,13937936
"3";"animal_based";"cont";31849059,7597588;31098380,645074;30192138,9808885;24291028,3985666
"4";"animal_based";"waste";518114,544768235;750679,114684814;906241,664185439;5901110,58232195
