"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";4893343,56840894;4498707,5378408;4183650,97370733;3361387,32817381
"2";"plant_based";"waste";264860,093378358;394636,030568142;315056,564133475;822263,645533517
"3";"animal_based";"cont";13369375,7010058;12772174,2709054;12482766,2170647;11441184,1391004
"4";"animal_based";"waste";265140,614780772;597201,430100445;289408,053840692;1041582,07796431
