"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";7201317,1218211;6483916,72848798;5914390,22390649;4437840,54169825
"2";"plant_based";"waste";498949,787055686;717400,393333122;569526,504581491;1476549,68220824
"3";"animal_based";"cont";6392241,08515758;6105747,07482743;5965519,10736437;5466838,28613903
"4";"animal_based";"waste";126037,813075728;286494,010330153;140227,967463056;498680,821225339
