"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";63518867,0099307;58702182,1297969;52923940,1115411;38612509,2012394
"2";"plant_based";"waste";4049607,44995272;4816684,88013387;5778242,01825574;14311430,9103017
"3";"animal_based";"cont";15435887,0941066;14973463,154861;14437111,7572239;11652595,8223799
"4";"animal_based";"waste";265153,484989066;462423,939245641;536351,397637056;2784515,93484405
