"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";53684440,4145531;49665874,3176475;44554785,6529169;32372453,410297
"2";"plant_based";"waste";3435621,69347455;4018566,09690563;5111088,66473062;12182332,2426198
"3";"animal_based";"cont";189384952,214649;186180782,721887;184289779,423915;178038461,031013
"4";"animal_based";"waste";1553965,06934755;3204169,49276154;1891003,29797222;6251318,39290199
