"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";54830237,195909;52613169,169183;49232240,4512001;40207921,8036699
"2";"plant_based";"waste";2289824,91211866;2217068,02672607;3380928,7179828;9024318,64753026
"3";"animal_based";"cont";189903531,869785;188723639,200025;187663759,051081;182799251,229202
"4";"animal_based";"waste";1035385,41421095;1179892,66976068;1059880,14894381;4864507,82187892
