"";"X";"country";"product";"item_code";"com_group";"product_group";"diet_group";"DGE_group"
"676";676;"ATG";"Coconuts - Incl Copra";2560;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"677";677;"ATG";"Sesame seed";2561;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"678";678;"ATG";"Oil, palm fruit";254;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"679";679;"ATG";"Olives (including preserved)";2563;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"680";680;"ATG";"Oilcrops, Other";2570;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"681";681;"ATG";"Tomatoes and products";2601;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"682";682;"ATG";"Onions";2602;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"683";683;"ATG";"Vegetables, Other";2605;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"684";684;"ATG";"Oranges, Mandarines";2611;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"685";685;"ATG";"Lemons, Limes and products";2612;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"686";686;"ATG";"Grapefruit and products";2613;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"687";687;"ATG";"Citrus, Other";2614;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"688";688;"ATG";"Bananas";2615;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"689";689;"ATG";"Plantains";2616;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"690";690;"ATG";"Apples and products";2617;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"691";691;"ATG";"Pineapples and products";2618;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"692";692;"ATG";"Dates";2619;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"693";693;"ATG";"Grapes and products (excl wine)";2620;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"694";694;"ATG";"Fruits, Other";2625;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"695";695;"ATG";"Coffee and products";2630;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"696";696;"ATG";"Cocoa Beans and products";2633;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"697";697;"ATG";"Tea (including mate)";2635;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"698";698;"ATG";"Hops";677;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"699";699;"ATG";"Pepper";2640;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"700";700;"ATG";"Pimento";2641;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"701";701;"ATG";"Cloves";2642;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"702";702;"ATG";"Spices, Other";2645;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"703";703;"ATG";"Jute";2662;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"704";704;"ATG";"Jute-Like Fibres";2663;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"705";705;"ATG";"Soft-Fibres, Other";2664;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"706";706;"ATG";"Sisal";2665;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"707";707;"ATG";"Abaca";2666;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"708";708;"ATG";"Hard Fibres, Other";2667;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"709";709;"ATG";"Tobacco";2671;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"710";710;"ATG";"Rubber";2672;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"711";711;"ATG";"Fodder crops";2000;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"712";712;"ATG";"Grazing";2001;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"713";713;"ATG";"Cottonseed";2559;"Fibre crops";"Crop products";"Fibre crops";"excluded"
"714";714;"ATG";"Palm kernels";2562;"Oil crops";"Crop products";"Oil crops and nuts";"vegetables incl. legumes"
"715";715;"ATG";"Sugar non-centrifugal";2541;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"716";716;"ATG";"Molasses";2544;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"717";717;"ATG";"Sugar, Refined Equiv";2818;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"718";718;"ATG";"Sweeteners, Other";2543;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"719";719;"ATG";"Soyabean Oil";2571;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"720";720;"ATG";"Groundnut Oil";2572;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"721";721;"ATG";"Sunflowerseed Oil";2573;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"722";722;"ATG";"Rape and Mustard Oil";2574;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"723";723;"ATG";"Cottonseed Oil";2575;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"724";724;"ATG";"Palmkernel Oil";2576;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"725";725;"ATG";"Palm Oil";2577;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"726";726;"ATG";"Coconut Oil";2578;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"727";727;"ATG";"Sesameseed Oil";2579;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"728";728;"ATG";"Olive Oil";2580;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"729";729;"ATG";"Ricebran Oil";2581;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"730";730;"ATG";"Maize Germ Oil";2582;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"731";731;"ATG";"Oilcrops Oil, Other";2586;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"732";732;"ATG";"Soyabean Cake";2590;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"733";733;"ATG";"Groundnut Cake";2591;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"734";734;"ATG";"Sunflowerseed Cake";2592;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"735";735;"ATG";"Rape and Mustard Cake";2593;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"736";736;"ATG";"Cottonseed Cake";2594;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"737";737;"ATG";"Palmkernel Cake";2595;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"738";738;"ATG";"Copra Cake";2596;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"739";739;"ATG";"Sesameseed Cake";2597;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"740";740;"ATG";"Oilseed Cakes, Other";2598;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"741";741;"ATG";"Wine";2655;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"742";742;"ATG";"Beer";2656;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"743";743;"ATG";"Beverages, Fermented";2657;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"744";744;"ATG";"Beverages, Alcoholic";2658;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"745";745;"ATG";"Alcohol, Non-Food";2659;"Ethanol";"Crop products";"Ethanol";"excluded"
"746";746;"ATG";"Cotton lint";2661;"Fibre crops";"Crop products";"Fibre crops";"excluded"
"747";747;"ATG";"Cattle";866;"Live animals";"Livestock";"Live animals";"excluded"
"748";748;"ATG";"Buffaloes";946;"Live animals";"Livestock";"Live animals";"excluded"
"749";749;"ATG";"Sheep";976;"Live animals";"Livestock";"Live animals";"excluded"
"750";750;"ATG";"Goats";1016;"Live animals";"Livestock";"Live animals";"excluded"
"751";751;"ATG";"Pigs";1034;"Live animals";"Livestock";"Live animals";"excluded"
"752";752;"ATG";"Poultry Birds";2029;"Live animals";"Livestock";"Live animals";"excluded"
"753";753;"ATG";"Horses";1096;"Live animals";"Livestock";"Live animals";"excluded"
"754";754;"ATG";"Asses";1107;"Live animals";"Livestock";"Live animals";"excluded"
"755";755;"ATG";"Mules";1110;"Live animals";"Livestock";"Live animals";"excluded"
"756";756;"ATG";"Camels";1126;"Live animals";"Livestock";"Live animals";"excluded"
"757";757;"ATG";"Camelids, other";1157;"Live animals";"Livestock";"Live animals";"excluded"
"758";758;"ATG";"Rabbits and hares";1140;"Live animals";"Livestock";"Live animals";"excluded"
"759";759;"ATG";"Rodents, other";1150;"Live animals";"Livestock";"Live animals";"excluded"
"760";760;"ATG";"Live animals, other";1171;"Live animals";"Livestock";"Live animals";"excluded"
"761";761;"ATG";"Milk - Excluding Butter";2848;"Milk";"Livestock products";"Milk";"Milk"
"762";762;"ATG";"Butter, Ghee";2740;"Milk";"Livestock products";"Milk";"Milk"
"763";763;"ATG";"Eggs";2744;"Eggs";"Livestock products";"Eggs";"Meat, sausages, fish, eggs"
"764";764;"ATG";"Wool (Clean Eq.)";2746;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"765";765;"ATG";"Bovine Meat";2731;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"766";766;"ATG";"Mutton & Goat Meat";2732;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"767";767;"ATG";"Pigmeat";2733;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"768";768;"ATG";"Poultry Meat";2734;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"769";769;"ATG";"Meat, Other";2735;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"770";770;"ATG";"Offals, Edible";2736;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"771";771;"ATG";"Fats, Animals, Raw";2737;"Animal fats";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"772";772;"ATG";"Hides and skins";2748;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"773";773;"ATG";"Meat Meal";2749;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"774";774;"ATG";"Pet food";843;"Meat";"Livestock products";"Meat";"excluded"
"775";775;"ATG";"Honey";2745;"Honey";"Livestock products";"Honey";"Alcohol, sugar and honey"
"776";776;"ATG";"Silk";2747;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"777";777;"ATG";"Fish, Seafood";2960;"Fish";"Fish";"Fish";"Meat, sausages, fish, eggs"
"778";778;"ATG";"Wood fuel";1864;"Wood";"Wood";"Wood";"excluded"
"779";779;"ATG";"Industrial roundwood, coniferous";1866;"Wood";"Wood";"Wood";"excluded"
"780";780;"ATG";"Industrial roundwood, non-coniferous";1867;"Wood";"Wood";"Wood";"excluded"
"781";781;"ARG";"Rice (Milled Equivalent)";2805;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"782";782;"ARG";"Wheat and products";2511;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"783";783;"ARG";"Barley and products";2513;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"784";784;"ARG";"Maize and products";2514;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"785";785;"ARG";"Rye and products";2515;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"786";786;"ARG";"Oats";2516;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"787";787;"ARG";"Millet and products";2517;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"788";788;"ARG";"Sorghum and products";2518;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"789";789;"ARG";"Cereals, Other";2520;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"790";790;"ARG";"Potatoes and products";2531;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"791";791;"ARG";"Cassava and products";2532;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"792";792;"ARG";"Sweet potatoes";2533;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"793";793;"ARG";"Roots, Other";2534;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"794";794;"ARG";"Yams";2535;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"795";795;"ARG";"Sugar cane";2536;"Sugar crops";"Primary crops";"Sugar crops";"excluded"
"796";796;"ARG";"Sugar beet";2537;"Sugar crops";"Primary crops";"Sugar crops";"excluded"
"797";797;"ARG";"Beans";2546;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"798";798;"ARG";"Peas";2547;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"799";799;"ARG";"Pulses, Other and products";2549;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"800";800;"ARG";"Nuts and products";2551;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"801";801;"ARG";"Soyabeans";2555;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"802";802;"ARG";"Groundnuts (Shelled Eq)";2556;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"803";803;"ARG";"Sunflower seed";2557;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"804";804;"ARG";"Rape and Mustardseed";2558;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"805";805;"ARG";"Seed cotton";328;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"806";806;"ARG";"Coconuts - Incl Copra";2560;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"807";807;"ARG";"Sesame seed";2561;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"808";808;"ARG";"Oil, palm fruit";254;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"809";809;"ARG";"Olives (including preserved)";2563;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"810";810;"ARG";"Oilcrops, Other";2570;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"811";811;"ARG";"Tomatoes and products";2601;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"812";812;"ARG";"Onions";2602;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"813";813;"ARG";"Vegetables, Other";2605;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"814";814;"ARG";"Oranges, Mandarines";2611;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"815";815;"ARG";"Lemons, Limes and products";2612;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"816";816;"ARG";"Grapefruit and products";2613;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"817";817;"ARG";"Citrus, Other";2614;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"818";818;"ARG";"Bananas";2615;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"819";819;"ARG";"Plantains";2616;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"820";820;"ARG";"Apples and products";2617;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"821";821;"ARG";"Pineapples and products";2618;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"822";822;"ARG";"Dates";2619;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"823";823;"ARG";"Grapes and products (excl wine)";2620;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"824";824;"ARG";"Fruits, Other";2625;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"825";825;"ARG";"Coffee and products";2630;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"826";826;"ARG";"Cocoa Beans and products";2633;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"827";827;"ARG";"Tea (including mate)";2635;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"828";828;"ARG";"Hops";677;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"829";829;"ARG";"Pepper";2640;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"830";830;"ARG";"Pimento";2641;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"831";831;"ARG";"Cloves";2642;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"832";832;"ARG";"Spices, Other";2645;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"833";833;"ARG";"Jute";2662;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"834";834;"ARG";"Jute-Like Fibres";2663;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"835";835;"ARG";"Soft-Fibres, Other";2664;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"836";836;"ARG";"Sisal";2665;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"837";837;"ARG";"Abaca";2666;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"838";838;"ARG";"Hard Fibres, Other";2667;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"839";839;"ARG";"Tobacco";2671;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"840";840;"ARG";"Rubber";2672;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"841";841;"ARG";"Fodder crops";2000;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"842";842;"ARG";"Grazing";2001;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"843";843;"ARG";"Cottonseed";2559;"Fibre crops";"Crop products";"Fibre crops";"excluded"
"844";844;"ARG";"Palm kernels";2562;"Oil crops";"Crop products";"Oil crops and nuts";"vegetables incl. legumes"
"845";845;"ARG";"Sugar non-centrifugal";2541;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"846";846;"ARG";"Molasses";2544;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"847";847;"ARG";"Sugar, Refined Equiv";2818;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"848";848;"ARG";"Sweeteners, Other";2543;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"849";849;"ARG";"Soyabean Oil";2571;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"850";850;"ARG";"Groundnut Oil";2572;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"851";851;"ARG";"Sunflowerseed Oil";2573;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
