"";"chain_type";"flow";"harvest_production";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";7445817,25646116;7118973,84417516;6798085,94304693;6555983,86009596;5719695,88613321
"2";"plant_based";"waste";758933,086365747;326843,412285997;320887,90112823;242102,082950967;836287,97396276
"3";"animal_based";"cont";270493,629106583;261435,480665461;253560,891423047;249006,492371648;210283,894790423
"4";"animal_based";"waste";13897,9238971528;9058,14844112145;7874,58924241489;4554,39905139829;38722,5975812251
