"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";64912623,6873697;62268363,9849058;58106053,4935733;46483458,5371912
"2";"plant_based";"waste";3163776,0170061;2644259,70246387;4162310,49133253;11622594,956382
"3";"animal_based";"cont";80512845,0147501;80006622,6081931;79550556,0077749;77469665,4091135
"4";"animal_based";"waste";440303,080422072;506222,406557021;456066,600418147;2080890,59866139
