"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";6457088,71674783;6141887,02554866;5888652,28959503;5076906,9250937
"2";"plant_based";"waste";258113,237856007;315201,691199171;253234,735953628;811745,364501327
"3";"animal_based";"cont";523595,439033184;502199,436778426;487050,410570458;412852,662023585
"4";"animal_based";"waste";15631,7864658746;21396,0022547583;15149,0262079683;74197,7485468726
