"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";51796543,6600775;49769626,2873931;46836335,6339556;38612509,2012394
"2";"plant_based";"waste";2091003,88036435;2026917,37268436;2933290,65343758;8223826,43271615
"3";"animal_based";"cont";13951069,2099488;13676953,1696613;13355139,1005234;11652595,8223799
"4";"animal_based";"waste";155908,843359368;274116,040287446;321814,069137912;1702543,27814353
