"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";1962760103,68622;1853439882,9748;1748594169,08894;1545100262,30306
"2";"plant_based";"waste";105893378,195392;109320220,711422;104845713,885864;203493906,78588
"3";"animal_based";"cont";3190468391,75029;3167665844,41789;3155633696,88815;3084931919,39075
"4";"animal_based";"waste";38241202,4464872;22802547,3323963;12032147,5297434;70701777,4973935
