"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";3077662045,35689;2891760226,66802;2723318353,89563;2404992891,56162
"2";"plant_based";"waste";174518704,741011;185901818,688866;168441872,772395;318325462,33401
"3";"animal_based";"cont";1383197780,73398;1373391602,69781;1368250394,9685;1338208482,98379
"4";"animal_based";"waste";16401132,2986577;9806178,03616301;5141207,72931663;30041911,9847085
