"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";2769097485,59932;2601785545,82795;2454342753,71489;2180538447,32149
"2";"plant_based";"waste";153059008,552529;167311939,77137;147442792,113057;273804306,393407
"3";"animal_based";"cont";43178265,4424819;41783014,7496312;40932680,5044474;35412167,4608704
"4";"animal_based";"waste";2318498,75981784;1395250,69285073;850334,245183796;5520513,04357698
