"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";60464132,1728571;58120870,5873088;54459794,7229848;44032226,7662284
"2";"plant_based";"waste";2719197,8600612;2343261,58554829;3661075,86432397;10427567,9567565
"3";"animal_based";"cont";15126657,4179868;14888155,8437719;14604920,9709793;12697297,679039
"4";"animal_based";"waste";159535,272860829;238501,574214897;283234,872792604;1907623,29194031
