"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";45351375,6386944;43603393,381308;41390059,0366581;34736754,4290914
"2";"plant_based";"waste";1499260,2592709;1747982,25738632;2213334,34464995;6653304,6075667
"3";"animal_based";"cont";32021486,8412787;31517206,7955296;30900805,2148784;26876135,4977856
"4";"animal_based";"waste";345687,463248326;504280,045749107;616401,580651216;4024669,71709281
