"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";6107684,55918697;5809757,74731548;5569789,52025876;4800877,21649454
"2";"plant_based";"waste";244229,33973846;297926,811871488;239968,227056723;768912,303764215
"3";"animal_based";"cont";3233480,62755298;3176709,74946742;3137559,19353494;2948207,82871062
"4";"animal_based";"waste";42841,7976675214;56770,878085557;39150,5559324747;189351,364824319
