"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";56558734,8890694;54209173,6121202;50689217,9122321;41218641,2305767
"2";"plant_based";"waste";2600011,48158442;2349561,27694923;3519955,69988807;9470576,68165548
"3";"animal_based";"cont";2675875,00044364;2568508,73083013;2472343,06739243;2031724,95017759
"4";"animal_based";"waste";93433,1194979429;107366,269613516;96165,6634376923;440618,117214849
