"";"country";"continent";"product";"item_code";"com_group";"product_group";"diet_group";"DGE_group"
"12469";"MAC";"ASI";"Meat, Other";2735;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"12470";"MAC";"ASI";"Offals, Edible";2736;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"12471";"MAC";"ASI";"Fats, Animals, Raw";2737;"Animal fats";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"12472";"MAC";"ASI";"Hides and skins";2748;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"12473";"MAC";"ASI";"Meat Meal";2749;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"12474";"MAC";"ASI";"Pet food";843;"Meat";"Livestock products";"Meat";"excluded"
"12475";"MAC";"ASI";"Honey";2745;"Honey";"Livestock products";"Honey";"Alcohol, sugar and honey"
"12476";"MAC";"ASI";"Silk";2747;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"12477";"MAC";"ASI";"Fish, Seafood";2960;"Fish";"Fish";"Fish";"Meat, sausages, fish, eggs"
"12478";"MAC";"ASI";"Wood fuel";1864;"Wood";"Wood";"Wood";"excluded"
"12479";"MAC";"ASI";"Industrial roundwood, coniferous";1866;"Wood";"Wood";"Wood";"excluded"
"12480";"MAC";"ASI";"Industrial roundwood, non-coniferous";1867;"Wood";"Wood";"Wood";"excluded"
"12481";"MDG";"AFR";"Rice (Milled Equivalent)";2805;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12482";"MDG";"AFR";"Wheat and products";2511;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12483";"MDG";"AFR";"Barley and products";2513;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12484";"MDG";"AFR";"Maize and products";2514;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12485";"MDG";"AFR";"Rye and products";2515;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12486";"MDG";"AFR";"Oats";2516;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12487";"MDG";"AFR";"Millet and products";2517;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12488";"MDG";"AFR";"Sorghum and products";2518;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12489";"MDG";"AFR";"Cereals, Other";2520;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12490";"MDG";"AFR";"Potatoes and products";2531;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12491";"MDG";"AFR";"Cassava and products";2532;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12492";"MDG";"AFR";"Sweet potatoes";2533;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12493";"MDG";"AFR";"Roots, Other";2534;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12494";"MDG";"AFR";"Yams";2535;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12495";"MDG";"AFR";"Sugar cane";2536;"Sugar crops";"Primary crops";"Sugar crops";"excluded"
"12496";"MDG";"AFR";"Sugar beet";2537;"Sugar crops";"Primary crops";"Sugar crops";"excluded"
"12497";"MDG";"AFR";"Beans";2546;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"12498";"MDG";"AFR";"Peas";2547;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"12499";"MDG";"AFR";"Pulses, Other and products";2549;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"12500";"MDG";"AFR";"Nuts and products";2551;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"12501";"MDG";"AFR";"Soyabeans";2555;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"12502";"MDG";"AFR";"Groundnuts (Shelled Eq)";2556;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"12503";"MDG";"AFR";"Sunflower seed";2557;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"12504";"MDG";"AFR";"Rape and Mustardseed";2558;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"12505";"MDG";"AFR";"Seed cotton";328;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"12506";"MDG";"AFR";"Coconuts - Incl Copra";2560;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"12507";"MDG";"AFR";"Sesame seed";2561;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"12508";"MDG";"AFR";"Oil, palm fruit";254;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"12509";"MDG";"AFR";"Olives (including preserved)";2563;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"12510";"MDG";"AFR";"Oilcrops, Other";2570;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"12511";"MDG";"AFR";"Tomatoes and products";2601;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"12512";"MDG";"AFR";"Onions";2602;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"12513";"MDG";"AFR";"Vegetables, Other";2605;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"12514";"MDG";"AFR";"Oranges, Mandarines";2611;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"12515";"MDG";"AFR";"Lemons, Limes and products";2612;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"12516";"MDG";"AFR";"Grapefruit and products";2613;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"12517";"MDG";"AFR";"Citrus, Other";2614;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"12518";"MDG";"AFR";"Bananas";2615;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"12519";"MDG";"AFR";"Plantains";2616;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"12520";"MDG";"AFR";"Apples and products";2617;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"12521";"MDG";"AFR";"Pineapples and products";2618;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"12522";"MDG";"AFR";"Dates";2619;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"12523";"MDG";"AFR";"Grapes and products (excl wine)";2620;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"12524";"MDG";"AFR";"Fruits, Other";2625;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"12525";"MDG";"AFR";"Coffee and products";2630;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"12526";"MDG";"AFR";"Cocoa Beans and products";2633;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"12527";"MDG";"AFR";"Tea (including mate)";2635;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"12528";"MDG";"AFR";"Hops";677;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"12529";"MDG";"AFR";"Pepper";2640;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"12530";"MDG";"AFR";"Pimento";2641;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"12531";"MDG";"AFR";"Cloves";2642;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"12532";"MDG";"AFR";"Spices, Other";2645;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"12533";"MDG";"AFR";"Jute";2662;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"12534";"MDG";"AFR";"Jute-Like Fibres";2663;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"12535";"MDG";"AFR";"Soft-Fibres, Other";2664;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"12536";"MDG";"AFR";"Sisal";2665;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"12537";"MDG";"AFR";"Abaca";2666;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"12538";"MDG";"AFR";"Hard Fibres, Other";2667;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"12539";"MDG";"AFR";"Tobacco";2671;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"12540";"MDG";"AFR";"Rubber";2672;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"12541";"MDG";"AFR";"Fodder crops";2000;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"12542";"MDG";"AFR";"Grazing";2001;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"12543";"MDG";"AFR";"Cottonseed";2559;"Fibre crops";"Crop products";"Fibre crops";"excluded"
"12544";"MDG";"AFR";"Palm kernels";2562;"Oil crops";"Crop products";"Oil crops and nuts";"vegetables incl. legumes"
"12545";"MDG";"AFR";"Sugar non-centrifugal";2541;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"12546";"MDG";"AFR";"Molasses";2544;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"12547";"MDG";"AFR";"Sugar, Refined Equiv";2818;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"12548";"MDG";"AFR";"Sweeteners, Other";2543;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"12549";"MDG";"AFR";"Soyabean Oil";2571;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12550";"MDG";"AFR";"Groundnut Oil";2572;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12551";"MDG";"AFR";"Sunflowerseed Oil";2573;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12552";"MDG";"AFR";"Rape and Mustard Oil";2574;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12553";"MDG";"AFR";"Cottonseed Oil";2575;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12554";"MDG";"AFR";"Palmkernel Oil";2576;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12555";"MDG";"AFR";"Palm Oil";2577;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12556";"MDG";"AFR";"Coconut Oil";2578;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12557";"MDG";"AFR";"Sesameseed Oil";2579;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12558";"MDG";"AFR";"Olive Oil";2580;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12559";"MDG";"AFR";"Ricebran Oil";2581;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12560";"MDG";"AFR";"Maize Germ Oil";2582;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12561";"MDG";"AFR";"Oilcrops Oil, Other";2586;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12562";"MDG";"AFR";"Soyabean Cake";2590;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"12563";"MDG";"AFR";"Groundnut Cake";2591;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"12564";"MDG";"AFR";"Sunflowerseed Cake";2592;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"12565";"MDG";"AFR";"Rape and Mustard Cake";2593;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"12566";"MDG";"AFR";"Cottonseed Cake";2594;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"12567";"MDG";"AFR";"Palmkernel Cake";2595;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"12568";"MDG";"AFR";"Copra Cake";2596;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"12569";"MDG";"AFR";"Sesameseed Cake";2597;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"12570";"MDG";"AFR";"Oilseed Cakes, Other";2598;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"12571";"MDG";"AFR";"Wine";2655;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"12572";"MDG";"AFR";"Beer";2656;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"12573";"MDG";"AFR";"Beverages, Fermented";2657;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"12574";"MDG";"AFR";"Beverages, Alcoholic";2658;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"12575";"MDG";"AFR";"Alcohol, Non-Food";2659;"Ethanol";"Crop products";"Ethanol";"excluded"
"12576";"MDG";"AFR";"Cotton lint";2661;"Fibre crops";"Crop products";"Fibre crops";"excluded"
"12577";"MDG";"AFR";"Cattle";866;"Live animals";"Livestock";"Live animals";"excluded"
"12578";"MDG";"AFR";"Buffaloes";946;"Live animals";"Livestock";"Live animals";"excluded"
"12579";"MDG";"AFR";"Sheep";976;"Live animals";"Livestock";"Live animals";"excluded"
"12580";"MDG";"AFR";"Goats";1016;"Live animals";"Livestock";"Live animals";"excluded"
"12581";"MDG";"AFR";"Pigs";1034;"Live animals";"Livestock";"Live animals";"excluded"
"12582";"MDG";"AFR";"Poultry Birds";2029;"Live animals";"Livestock";"Live animals";"excluded"
"12583";"MDG";"AFR";"Horses";1096;"Live animals";"Livestock";"Live animals";"excluded"
"12584";"MDG";"AFR";"Asses";1107;"Live animals";"Livestock";"Live animals";"excluded"
"12585";"MDG";"AFR";"Mules";1110;"Live animals";"Livestock";"Live animals";"excluded"
"12586";"MDG";"AFR";"Camels";1126;"Live animals";"Livestock";"Live animals";"excluded"
"12587";"MDG";"AFR";"Camelids, other";1157;"Live animals";"Livestock";"Live animals";"excluded"
"12588";"MDG";"AFR";"Rabbits and hares";1140;"Live animals";"Livestock";"Live animals";"excluded"
"12589";"MDG";"AFR";"Rodents, other";1150;"Live animals";"Livestock";"Live animals";"excluded"
"12590";"MDG";"AFR";"Live animals, other";1171;"Live animals";"Livestock";"Live animals";"excluded"
"12591";"MDG";"AFR";"Milk - Excluding Butter";2848;"Milk";"Livestock products";"Milk";"Milk"
"12592";"MDG";"AFR";"Butter, Ghee";2740;"Milk";"Livestock products";"Milk";"Milk"
"12593";"MDG";"AFR";"Eggs";2744;"Eggs";"Livestock products";"Eggs";"Meat, sausages, fish, eggs"
"12594";"MDG";"AFR";"Wool (Clean Eq.)";2746;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"12595";"MDG";"AFR";"Bovine Meat";2731;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"12596";"MDG";"AFR";"Mutton & Goat Meat";2732;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"12597";"MDG";"AFR";"Pigmeat";2733;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"12598";"MDG";"AFR";"Poultry Meat";2734;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"12599";"MDG";"AFR";"Meat, Other";2735;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"12600";"MDG";"AFR";"Offals, Edible";2736;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"12601";"MDG";"AFR";"Fats, Animals, Raw";2737;"Animal fats";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"12602";"MDG";"AFR";"Hides and skins";2748;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"12603";"MDG";"AFR";"Meat Meal";2749;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"12604";"MDG";"AFR";"Pet food";843;"Meat";"Livestock products";"Meat";"excluded"
"12605";"MDG";"AFR";"Honey";2745;"Honey";"Livestock products";"Honey";"Alcohol, sugar and honey"
"12606";"MDG";"AFR";"Silk";2747;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"12607";"MDG";"AFR";"Fish, Seafood";2960;"Fish";"Fish";"Fish";"Meat, sausages, fish, eggs"
"12608";"MDG";"AFR";"Wood fuel";1864;"Wood";"Wood";"Wood";"excluded"
"12609";"MDG";"AFR";"Industrial roundwood, coniferous";1866;"Wood";"Wood";"Wood";"excluded"
"12610";"MDG";"AFR";"Industrial roundwood, non-coniferous";1867;"Wood";"Wood";"Wood";"excluded"
"12611";"MWI";"AFR";"Rice (Milled Equivalent)";2805;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12612";"MWI";"AFR";"Wheat and products";2511;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12613";"MWI";"AFR";"Barley and products";2513;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12614";"MWI";"AFR";"Maize and products";2514;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12615";"MWI";"AFR";"Rye and products";2515;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12616";"MWI";"AFR";"Oats";2516;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12617";"MWI";"AFR";"Millet and products";2517;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12618";"MWI";"AFR";"Sorghum and products";2518;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12619";"MWI";"AFR";"Cereals, Other";2520;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12620";"MWI";"AFR";"Potatoes and products";2531;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12621";"MWI";"AFR";"Cassava and products";2532;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12622";"MWI";"AFR";"Sweet potatoes";2533;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12623";"MWI";"AFR";"Roots, Other";2534;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12624";"MWI";"AFR";"Yams";2535;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"12625";"MWI";"AFR";"Sugar cane";2536;"Sugar crops";"Primary crops";"Sugar crops";"excluded"
"12626";"MWI";"AFR";"Sugar beet";2537;"Sugar crops";"Primary crops";"Sugar crops";"excluded"
"12627";"MWI";"AFR";"Beans";2546;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"12628";"MWI";"AFR";"Peas";2547;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"12629";"MWI";"AFR";"Pulses, Other and products";2549;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"12630";"MWI";"AFR";"Nuts and products";2551;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"12631";"MWI";"AFR";"Soyabeans";2555;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"12632";"MWI";"AFR";"Groundnuts (Shelled Eq)";2556;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"12633";"MWI";"AFR";"Sunflower seed";2557;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"12634";"MWI";"AFR";"Rape and Mustardseed";2558;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"12635";"MWI";"AFR";"Seed cotton";328;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"12636";"MWI";"AFR";"Coconuts - Incl Copra";2560;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"12637";"MWI";"AFR";"Sesame seed";2561;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"12638";"MWI";"AFR";"Oil, palm fruit";254;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"12639";"MWI";"AFR";"Olives (including preserved)";2563;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"12640";"MWI";"AFR";"Oilcrops, Other";2570;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"12641";"MWI";"AFR";"Tomatoes and products";2601;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"12642";"MWI";"AFR";"Onions";2602;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"12643";"MWI";"AFR";"Vegetables, Other";2605;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"12644";"MWI";"AFR";"Oranges, Mandarines";2611;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"12645";"MWI";"AFR";"Lemons, Limes and products";2612;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"12646";"MWI";"AFR";"Grapefruit and products";2613;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"12647";"MWI";"AFR";"Citrus, Other";2614;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"12648";"MWI";"AFR";"Bananas";2615;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"12649";"MWI";"AFR";"Plantains";2616;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"12650";"MWI";"AFR";"Apples and products";2617;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"12651";"MWI";"AFR";"Pineapples and products";2618;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"12652";"MWI";"AFR";"Dates";2619;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"12653";"MWI";"AFR";"Grapes and products (excl wine)";2620;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"12654";"MWI";"AFR";"Fruits, Other";2625;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"12655";"MWI";"AFR";"Coffee and products";2630;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"12656";"MWI";"AFR";"Cocoa Beans and products";2633;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"12657";"MWI";"AFR";"Tea (including mate)";2635;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"12658";"MWI";"AFR";"Hops";677;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"12659";"MWI";"AFR";"Pepper";2640;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"12660";"MWI";"AFR";"Pimento";2641;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"12661";"MWI";"AFR";"Cloves";2642;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"12662";"MWI";"AFR";"Spices, Other";2645;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"12663";"MWI";"AFR";"Jute";2662;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"12664";"MWI";"AFR";"Jute-Like Fibres";2663;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"12665";"MWI";"AFR";"Soft-Fibres, Other";2664;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"12666";"MWI";"AFR";"Sisal";2665;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"12667";"MWI";"AFR";"Abaca";2666;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"12668";"MWI";"AFR";"Hard Fibres, Other";2667;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"12669";"MWI";"AFR";"Tobacco";2671;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"12670";"MWI";"AFR";"Rubber";2672;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"12671";"MWI";"AFR";"Fodder crops";2000;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"12672";"MWI";"AFR";"Grazing";2001;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"12673";"MWI";"AFR";"Cottonseed";2559;"Fibre crops";"Crop products";"Fibre crops";"excluded"
"12674";"MWI";"AFR";"Palm kernels";2562;"Oil crops";"Crop products";"Oil crops and nuts";"vegetables incl. legumes"
"12675";"MWI";"AFR";"Sugar non-centrifugal";2541;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"12676";"MWI";"AFR";"Molasses";2544;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"12677";"MWI";"AFR";"Sugar, Refined Equiv";2818;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"12678";"MWI";"AFR";"Sweeteners, Other";2543;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"12679";"MWI";"AFR";"Soyabean Oil";2571;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12680";"MWI";"AFR";"Groundnut Oil";2572;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12681";"MWI";"AFR";"Sunflowerseed Oil";2573;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12682";"MWI";"AFR";"Rape and Mustard Oil";2574;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12683";"MWI";"AFR";"Cottonseed Oil";2575;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12684";"MWI";"AFR";"Palmkernel Oil";2576;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12685";"MWI";"AFR";"Palm Oil";2577;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12686";"MWI";"AFR";"Coconut Oil";2578;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12687";"MWI";"AFR";"Sesameseed Oil";2579;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12688";"MWI";"AFR";"Olive Oil";2580;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12689";"MWI";"AFR";"Ricebran Oil";2581;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"12690";"MWI";"AFR";"Maize Germ Oil";2582;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
