"";"country";"continent";"product";"item_code";"com_group";"product_group";"diet_group";"DGE_group"
"6803";"GEO";"ASI";"Grapes and products (excl wine)";2620;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"6804";"GEO";"ASI";"Fruits, Other";2625;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"6805";"GEO";"ASI";"Coffee and products";2630;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"6806";"GEO";"ASI";"Cocoa Beans and products";2633;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"6807";"GEO";"ASI";"Tea (including mate)";2635;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"6808";"GEO";"ASI";"Hops";677;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"6809";"GEO";"ASI";"Pepper";2640;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"6810";"GEO";"ASI";"Pimento";2641;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"6811";"GEO";"ASI";"Cloves";2642;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"6812";"GEO";"ASI";"Spices, Other";2645;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"6813";"GEO";"ASI";"Jute";2662;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"6814";"GEO";"ASI";"Jute-Like Fibres";2663;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"6815";"GEO";"ASI";"Soft-Fibres, Other";2664;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"6816";"GEO";"ASI";"Sisal";2665;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"6817";"GEO";"ASI";"Abaca";2666;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"6818";"GEO";"ASI";"Hard Fibres, Other";2667;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"6819";"GEO";"ASI";"Tobacco";2671;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"6820";"GEO";"ASI";"Rubber";2672;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"6821";"GEO";"ASI";"Fodder crops";2000;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"6822";"GEO";"ASI";"Grazing";2001;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"6823";"GEO";"ASI";"Cottonseed";2559;"Fibre crops";"Crop products";"Fibre crops";"excluded"
"6824";"GEO";"ASI";"Palm kernels";2562;"Oil crops";"Crop products";"Oil crops and nuts";"vegetables incl. legumes"
"6825";"GEO";"ASI";"Sugar non-centrifugal";2541;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"6826";"GEO";"ASI";"Molasses";2544;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"6827";"GEO";"ASI";"Sugar, Refined Equiv";2818;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"6828";"GEO";"ASI";"Sweeteners, Other";2543;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"6829";"GEO";"ASI";"Soyabean Oil";2571;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6830";"GEO";"ASI";"Groundnut Oil";2572;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6831";"GEO";"ASI";"Sunflowerseed Oil";2573;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6832";"GEO";"ASI";"Rape and Mustard Oil";2574;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6833";"GEO";"ASI";"Cottonseed Oil";2575;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6834";"GEO";"ASI";"Palmkernel Oil";2576;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6835";"GEO";"ASI";"Palm Oil";2577;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6836";"GEO";"ASI";"Coconut Oil";2578;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6837";"GEO";"ASI";"Sesameseed Oil";2579;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6838";"GEO";"ASI";"Olive Oil";2580;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6839";"GEO";"ASI";"Ricebran Oil";2581;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6840";"GEO";"ASI";"Maize Germ Oil";2582;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6841";"GEO";"ASI";"Oilcrops Oil, Other";2586;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6842";"GEO";"ASI";"Soyabean Cake";2590;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"6843";"GEO";"ASI";"Groundnut Cake";2591;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"6844";"GEO";"ASI";"Sunflowerseed Cake";2592;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"6845";"GEO";"ASI";"Rape and Mustard Cake";2593;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"6846";"GEO";"ASI";"Cottonseed Cake";2594;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"6847";"GEO";"ASI";"Palmkernel Cake";2595;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"6848";"GEO";"ASI";"Copra Cake";2596;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"6849";"GEO";"ASI";"Sesameseed Cake";2597;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"6850";"GEO";"ASI";"Oilseed Cakes, Other";2598;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"6851";"GEO";"ASI";"Wine";2655;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"6852";"GEO";"ASI";"Beer";2656;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"6853";"GEO";"ASI";"Beverages, Fermented";2657;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"6854";"GEO";"ASI";"Beverages, Alcoholic";2658;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"6855";"GEO";"ASI";"Alcohol, Non-Food";2659;"Ethanol";"Crop products";"Ethanol";"excluded"
"6856";"GEO";"ASI";"Cotton lint";2661;"Fibre crops";"Crop products";"Fibre crops";"excluded"
"6857";"GEO";"ASI";"Cattle";866;"Live animals";"Livestock";"Live animals";"excluded"
"6858";"GEO";"ASI";"Buffaloes";946;"Live animals";"Livestock";"Live animals";"excluded"
"6859";"GEO";"ASI";"Sheep";976;"Live animals";"Livestock";"Live animals";"excluded"
"6860";"GEO";"ASI";"Goats";1016;"Live animals";"Livestock";"Live animals";"excluded"
"6861";"GEO";"ASI";"Pigs";1034;"Live animals";"Livestock";"Live animals";"excluded"
"6862";"GEO";"ASI";"Poultry Birds";2029;"Live animals";"Livestock";"Live animals";"excluded"
"6863";"GEO";"ASI";"Horses";1096;"Live animals";"Livestock";"Live animals";"excluded"
"6864";"GEO";"ASI";"Asses";1107;"Live animals";"Livestock";"Live animals";"excluded"
"6865";"GEO";"ASI";"Mules";1110;"Live animals";"Livestock";"Live animals";"excluded"
"6866";"GEO";"ASI";"Camels";1126;"Live animals";"Livestock";"Live animals";"excluded"
"6867";"GEO";"ASI";"Camelids, other";1157;"Live animals";"Livestock";"Live animals";"excluded"
"6868";"GEO";"ASI";"Rabbits and hares";1140;"Live animals";"Livestock";"Live animals";"excluded"
"6869";"GEO";"ASI";"Rodents, other";1150;"Live animals";"Livestock";"Live animals";"excluded"
"6870";"GEO";"ASI";"Live animals, other";1171;"Live animals";"Livestock";"Live animals";"excluded"
"6871";"GEO";"ASI";"Milk - Excluding Butter";2848;"Milk";"Livestock products";"Milk";"Milk"
"6872";"GEO";"ASI";"Butter, Ghee";2740;"Milk";"Livestock products";"Milk";"Milk"
"6873";"GEO";"ASI";"Eggs";2744;"Eggs";"Livestock products";"Eggs";"Meat, sausages, fish, eggs"
"6874";"GEO";"ASI";"Wool (Clean Eq.)";2746;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"6875";"GEO";"ASI";"Bovine Meat";2731;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"6876";"GEO";"ASI";"Mutton & Goat Meat";2732;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"6877";"GEO";"ASI";"Pigmeat";2733;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"6878";"GEO";"ASI";"Poultry Meat";2734;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"6879";"GEO";"ASI";"Meat, Other";2735;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"6880";"GEO";"ASI";"Offals, Edible";2736;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"6881";"GEO";"ASI";"Fats, Animals, Raw";2737;"Animal fats";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"6882";"GEO";"ASI";"Hides and skins";2748;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"6883";"GEO";"ASI";"Meat Meal";2749;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"6884";"GEO";"ASI";"Pet food";843;"Meat";"Livestock products";"Meat";"excluded"
"6885";"GEO";"ASI";"Honey";2745;"Honey";"Livestock products";"Honey";"Alcohol, sugar and honey"
"6886";"GEO";"ASI";"Silk";2747;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"6887";"GEO";"ASI";"Fish, Seafood";2960;"Fish";"Fish";"Fish";"Meat, sausages, fish, eggs"
"6888";"GEO";"ASI";"Wood fuel";1864;"Wood";"Wood";"Wood";"excluded"
"6889";"GEO";"ASI";"Industrial roundwood, coniferous";1866;"Wood";"Wood";"Wood";"excluded"
"6890";"GEO";"ASI";"Industrial roundwood, non-coniferous";1867;"Wood";"Wood";"Wood";"excluded"
"6891";"GAB";"AFR";"Rice (Milled Equivalent)";2805;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"6892";"GAB";"AFR";"Wheat and products";2511;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"6893";"GAB";"AFR";"Barley and products";2513;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"6894";"GAB";"AFR";"Maize and products";2514;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"6895";"GAB";"AFR";"Rye and products";2515;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"6896";"GAB";"AFR";"Oats";2516;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"6897";"GAB";"AFR";"Millet and products";2517;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"6898";"GAB";"AFR";"Sorghum and products";2518;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"6899";"GAB";"AFR";"Cereals, Other";2520;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"6900";"GAB";"AFR";"Potatoes and products";2531;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"6901";"GAB";"AFR";"Cassava and products";2532;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"6902";"GAB";"AFR";"Sweet potatoes";2533;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"6903";"GAB";"AFR";"Roots, Other";2534;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"6904";"GAB";"AFR";"Yams";2535;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"6905";"GAB";"AFR";"Sugar cane";2536;"Sugar crops";"Primary crops";"Sugar crops";"excluded"
"6906";"GAB";"AFR";"Sugar beet";2537;"Sugar crops";"Primary crops";"Sugar crops";"excluded"
"6907";"GAB";"AFR";"Beans";2546;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"6908";"GAB";"AFR";"Peas";2547;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"6909";"GAB";"AFR";"Pulses, Other and products";2549;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"6910";"GAB";"AFR";"Nuts and products";2551;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"6911";"GAB";"AFR";"Soyabeans";2555;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"6912";"GAB";"AFR";"Groundnuts (Shelled Eq)";2556;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"6913";"GAB";"AFR";"Sunflower seed";2557;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"6914";"GAB";"AFR";"Rape and Mustardseed";2558;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"6915";"GAB";"AFR";"Seed cotton";328;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"6916";"GAB";"AFR";"Coconuts - Incl Copra";2560;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"6917";"GAB";"AFR";"Sesame seed";2561;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"6918";"GAB";"AFR";"Oil, palm fruit";254;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"6919";"GAB";"AFR";"Olives (including preserved)";2563;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"6920";"GAB";"AFR";"Oilcrops, Other";2570;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"6921";"GAB";"AFR";"Tomatoes and products";2601;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"6922";"GAB";"AFR";"Onions";2602;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"6923";"GAB";"AFR";"Vegetables, Other";2605;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"6924";"GAB";"AFR";"Oranges, Mandarines";2611;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"6925";"GAB";"AFR";"Lemons, Limes and products";2612;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"6926";"GAB";"AFR";"Grapefruit and products";2613;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"6927";"GAB";"AFR";"Citrus, Other";2614;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"6928";"GAB";"AFR";"Bananas";2615;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"6929";"GAB";"AFR";"Plantains";2616;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"6930";"GAB";"AFR";"Apples and products";2617;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"6931";"GAB";"AFR";"Pineapples and products";2618;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"6932";"GAB";"AFR";"Dates";2619;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"6933";"GAB";"AFR";"Grapes and products (excl wine)";2620;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"6934";"GAB";"AFR";"Fruits, Other";2625;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"6935";"GAB";"AFR";"Coffee and products";2630;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"6936";"GAB";"AFR";"Cocoa Beans and products";2633;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"6937";"GAB";"AFR";"Tea (including mate)";2635;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"6938";"GAB";"AFR";"Hops";677;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"6939";"GAB";"AFR";"Pepper";2640;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"6940";"GAB";"AFR";"Pimento";2641;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"6941";"GAB";"AFR";"Cloves";2642;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"6942";"GAB";"AFR";"Spices, Other";2645;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"6943";"GAB";"AFR";"Jute";2662;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"6944";"GAB";"AFR";"Jute-Like Fibres";2663;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"6945";"GAB";"AFR";"Soft-Fibres, Other";2664;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"6946";"GAB";"AFR";"Sisal";2665;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"6947";"GAB";"AFR";"Abaca";2666;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"6948";"GAB";"AFR";"Hard Fibres, Other";2667;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"6949";"GAB";"AFR";"Tobacco";2671;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"6950";"GAB";"AFR";"Rubber";2672;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"6951";"GAB";"AFR";"Fodder crops";2000;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"6952";"GAB";"AFR";"Grazing";2001;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"6953";"GAB";"AFR";"Cottonseed";2559;"Fibre crops";"Crop products";"Fibre crops";"excluded"
"6954";"GAB";"AFR";"Palm kernels";2562;"Oil crops";"Crop products";"Oil crops and nuts";"vegetables incl. legumes"
"6955";"GAB";"AFR";"Sugar non-centrifugal";2541;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"6956";"GAB";"AFR";"Molasses";2544;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"6957";"GAB";"AFR";"Sugar, Refined Equiv";2818;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"6958";"GAB";"AFR";"Sweeteners, Other";2543;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"6959";"GAB";"AFR";"Soyabean Oil";2571;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6960";"GAB";"AFR";"Groundnut Oil";2572;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6961";"GAB";"AFR";"Sunflowerseed Oil";2573;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6962";"GAB";"AFR";"Rape and Mustard Oil";2574;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6963";"GAB";"AFR";"Cottonseed Oil";2575;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6964";"GAB";"AFR";"Palmkernel Oil";2576;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6965";"GAB";"AFR";"Palm Oil";2577;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6966";"GAB";"AFR";"Coconut Oil";2578;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6967";"GAB";"AFR";"Sesameseed Oil";2579;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6968";"GAB";"AFR";"Olive Oil";2580;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6969";"GAB";"AFR";"Ricebran Oil";2581;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6970";"GAB";"AFR";"Maize Germ Oil";2582;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6971";"GAB";"AFR";"Oilcrops Oil, Other";2586;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"6972";"GAB";"AFR";"Soyabean Cake";2590;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"6973";"GAB";"AFR";"Groundnut Cake";2591;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"6974";"GAB";"AFR";"Sunflowerseed Cake";2592;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"6975";"GAB";"AFR";"Rape and Mustard Cake";2593;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"6976";"GAB";"AFR";"Cottonseed Cake";2594;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"6977";"GAB";"AFR";"Palmkernel Cake";2595;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"6978";"GAB";"AFR";"Copra Cake";2596;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"6979";"GAB";"AFR";"Sesameseed Cake";2597;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"6980";"GAB";"AFR";"Oilseed Cakes, Other";2598;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"6981";"GAB";"AFR";"Wine";2655;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"6982";"GAB";"AFR";"Beer";2656;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"6983";"GAB";"AFR";"Beverages, Fermented";2657;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"6984";"GAB";"AFR";"Beverages, Alcoholic";2658;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"6985";"GAB";"AFR";"Alcohol, Non-Food";2659;"Ethanol";"Crop products";"Ethanol";"excluded"
"6986";"GAB";"AFR";"Cotton lint";2661;"Fibre crops";"Crop products";"Fibre crops";"excluded"
"6987";"GAB";"AFR";"Cattle";866;"Live animals";"Livestock";"Live animals";"excluded"
"6988";"GAB";"AFR";"Buffaloes";946;"Live animals";"Livestock";"Live animals";"excluded"
"6989";"GAB";"AFR";"Sheep";976;"Live animals";"Livestock";"Live animals";"excluded"
"6990";"GAB";"AFR";"Goats";1016;"Live animals";"Livestock";"Live animals";"excluded"
"6991";"GAB";"AFR";"Pigs";1034;"Live animals";"Livestock";"Live animals";"excluded"
"6992";"GAB";"AFR";"Poultry Birds";2029;"Live animals";"Livestock";"Live animals";"excluded"
"6993";"GAB";"AFR";"Horses";1096;"Live animals";"Livestock";"Live animals";"excluded"
"6994";"GAB";"AFR";"Asses";1107;"Live animals";"Livestock";"Live animals";"excluded"
"6995";"GAB";"AFR";"Mules";1110;"Live animals";"Livestock";"Live animals";"excluded"
"6996";"GAB";"AFR";"Camels";1126;"Live animals";"Livestock";"Live animals";"excluded"
"6997";"GAB";"AFR";"Camelids, other";1157;"Live animals";"Livestock";"Live animals";"excluded"
"6998";"GAB";"AFR";"Rabbits and hares";1140;"Live animals";"Livestock";"Live animals";"excluded"
"6999";"GAB";"AFR";"Rodents, other";1150;"Live animals";"Livestock";"Live animals";"excluded"
"7000";"GAB";"AFR";"Live animals, other";1171;"Live animals";"Livestock";"Live animals";"excluded"
"7001";"GAB";"AFR";"Milk - Excluding Butter";2848;"Milk";"Livestock products";"Milk";"Milk"
"7002";"GAB";"AFR";"Butter, Ghee";2740;"Milk";"Livestock products";"Milk";"Milk"
"7003";"GAB";"AFR";"Eggs";2744;"Eggs";"Livestock products";"Eggs";"Meat, sausages, fish, eggs"
"7004";"GAB";"AFR";"Wool (Clean Eq.)";2746;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"7005";"GAB";"AFR";"Bovine Meat";2731;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"7006";"GAB";"AFR";"Mutton & Goat Meat";2732;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"7007";"GAB";"AFR";"Pigmeat";2733;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"7008";"GAB";"AFR";"Poultry Meat";2734;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"7009";"GAB";"AFR";"Meat, Other";2735;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"7010";"GAB";"AFR";"Offals, Edible";2736;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"7011";"GAB";"AFR";"Fats, Animals, Raw";2737;"Animal fats";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"7012";"GAB";"AFR";"Hides and skins";2748;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"7013";"GAB";"AFR";"Meat Meal";2749;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"7014";"GAB";"AFR";"Pet food";843;"Meat";"Livestock products";"Meat";"excluded"
"7015";"GAB";"AFR";"Honey";2745;"Honey";"Livestock products";"Honey";"Alcohol, sugar and honey"
"7016";"GAB";"AFR";"Silk";2747;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"7017";"GAB";"AFR";"Fish, Seafood";2960;"Fish";"Fish";"Fish";"Meat, sausages, fish, eggs"
"7018";"GAB";"AFR";"Wood fuel";1864;"Wood";"Wood";"Wood";"excluded"
"7019";"GAB";"AFR";"Industrial roundwood, coniferous";1866;"Wood";"Wood";"Wood";"excluded"
"7020";"GAB";"AFR";"Industrial roundwood, non-coniferous";1867;"Wood";"Wood";"Wood";"excluded"
"7021";"GMB";"AFR";"Rice (Milled Equivalent)";2805;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"7022";"GMB";"AFR";"Wheat and products";2511;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"7023";"GMB";"AFR";"Barley and products";2513;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"7024";"GMB";"AFR";"Maize and products";2514;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"7025";"GMB";"AFR";"Rye and products";2515;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"7026";"GMB";"AFR";"Oats";2516;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"7027";"GMB";"AFR";"Millet and products";2517;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"7028";"GMB";"AFR";"Sorghum and products";2518;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"7029";"GMB";"AFR";"Cereals, Other";2520;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"7030";"GMB";"AFR";"Potatoes and products";2531;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"7031";"GMB";"AFR";"Cassava and products";2532;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"7032";"GMB";"AFR";"Sweet potatoes";2533;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
