"";"ISO";"country";"group";"com_code";"com_name";"com_group";"harvest_production";"storage_transport";"processing";"distribution";"final_consumption"
"1";"ARM";"Armenia";"Europe";"c001";"Rice (Milled Equivalent)";"Cereals";1;2;0,25;1;12,5
"2";"ARM";"Armenia";"Europe";"c002";"Wheat and products";"Cereals";1;2;0,25;1;12,5
"3";"ARM";"Armenia";"Europe";"c003";"Barley and products";"Cereals";1;2;0,25;1;12,5
"4";"ARM";"Armenia";"Europe";"c004";"Maize and products";"Cereals";1;2;0,25;1;12,5
"5";"ARM";"Armenia";"Europe";"c005";"Rye and products";"Cereals";1;2;0,25;1;12,5
"6";"ARM";"Armenia";"Europe";"c006";"Oats";"Cereals";1;2;0,25;1;12,5
"7";"ARM";"Armenia";"Europe";"c007";"Millet and products";"Cereals";1;2;0,25;1;12,5
"8";"ARM";"Armenia";"Europe";"c008";"Sorghum and products";"Cereals";1;2;0,25;1;12,5
"9";"ARM";"Armenia";"Europe";"c009";"Cereals, Other";"Cereals";1;2;0,25;1;12,5
"10";"ARM";"Armenia";"Europe";"c010";"Potatoes and products";"Roots and tubers";10;4,5;7,5;3,5;8,5
"11";"ARM";"Armenia";"Europe";"c011";"Cassava and products";"Roots and tubers";10;4,5;7,5;3,5;8,5
"12";"ARM";"Armenia";"Europe";"c012";"Sweet potatoes";"Roots and tubers";10;4,5;7,5;3,5;8,5
"13";"ARM";"Armenia";"Europe";"c013";"Roots, Other";"Roots and tubers";10;4,5;7,5;3,5;8,5
"14";"ARM";"Armenia";"Europe";"c014";"Yams";"Roots and tubers";10;4,5;7,5;3,5;8,5
"15";"ARM";"Armenia";"Europe";"c015";"Sugar cane";"Sugar crops";1;2;0,25;1;12,5
"16";"ARM";"Armenia";"Europe";"c016";"Sugar beet";"Sugar crops";10;4,5;7,5;3,5;8,5
"17";"ARM";"Armenia";"Europe";"c017";"Beans";"Vegetables, fruit, nuts, pulses, spices";5;0,5;2,5;0,5;2
"18";"ARM";"Armenia";"Europe";"c018";"Peas";"Vegetables, fruit, nuts, pulses, spices";5;0,5;2,5;0,5;2
"19";"ARM";"Armenia";"Europe";"c019";"Pulses, Other and products";"Vegetables, fruit, nuts, pulses, spices";5;0,5;2,5;0,5;2
"20";"ARM";"Armenia";"Europe";"c020";"Nuts and products";"Vegetables, fruit, nuts, pulses, spices";5;0,5;2,5;0,5;2
"21";"ARM";"Armenia";"Europe";"c021";"Soyabeans";"Oil crops";5;0,5;2,5;0,5;2
"22";"ARM";"Armenia";"Europe";"c022";"Groundnuts (Shelled Eq)";"Oil crops";5;0,5;2,5;0,5;2
"23";"ARM";"Armenia";"Europe";"c023";"Sunflower seed";"Oil crops";5;0,5;2,5;0,5;2
"24";"ARM";"Armenia";"Europe";"c024";"Rape and Mustardseed";"Oil crops";5;0,5;2,5;0,5;2
"25";"ARM";"Armenia";"Europe";"c025";"Seed cotton";"Oil crops";5;0,5;2,5;0,5;2
"26";"ARM";"Armenia";"Europe";"c026";"Coconuts - Incl Copra";"Oil crops";5;0,5;2,5;0,5;2
"27";"ARM";"Armenia";"Europe";"c027";"Sesame seed";"Oil crops";5;0,5;2,5;0,5;2
"28";"ARM";"Armenia";"Europe";"c028";"Oil, palm fruit";"Oil crops";5;0,5;2,5;0,5;2
"29";"ARM";"Armenia";"Europe";"c029";"Olives (including preserved)";"Oil crops";5;0,5;2,5;0,5;2
"30";"ARM";"Armenia";"Europe";"c030";"Oilcrops, Other";"Oil crops";5;0,5;2,5;0,5;2
"31";"ARM";"Armenia";"Europe";"c031";"Tomatoes and products";"Vegetables, fruit, nuts, pulses, spices";6,25;2,5;1;5;9,5
"32";"ARM";"Armenia";"Europe";"c032";"Onions";"Vegetables, fruit, nuts, pulses, spices";8;2,5;1;5;9,5
"33";"ARM";"Armenia";"Europe";"c033";"Vegetables, Other";"Vegetables, fruit, nuts, pulses, spices";10;2,5;1;5;9,5
"34";"ARM";"Armenia";"Europe";"c034";"Oranges, Mandarines";"Vegetables, fruit, nuts, pulses, spices";10;2,5;1;5;9,5
"35";"ARM";"Armenia";"Europe";"c035";"Lemons, Limes and products";"Vegetables, fruit, nuts, pulses, spices";10;2,5;1;5;9,5
"36";"ARM";"Armenia";"Europe";"c036";"Grapefruit and products";"Vegetables, fruit, nuts, pulses, spices";10;2,5;1;5;9,5
"37";"ARM";"Armenia";"Europe";"c037";"Citrus, Other";"Vegetables, fruit, nuts, pulses, spices";10;2,5;1;5;9,5
"38";"ARM";"Armenia";"Europe";"c038";"Bananas";"Vegetables, fruit, nuts, pulses, spices";10;2,5;1;5;9,5
"39";"ARM";"Armenia";"Europe";"c039";"Plantains";"Vegetables, fruit, nuts, pulses, spices";10;2,5;1;5;9,5
"40";"ARM";"Armenia";"Europe";"c040";"Apples and products";"Vegetables, fruit, nuts, pulses, spices";10;2,5;1;5;9,5
"41";"ARM";"Armenia";"Europe";"c041";"Pineapples and products";"Vegetables, fruit, nuts, pulses, spices";10;2,5;1;5;9,5
"42";"ARM";"Armenia";"Europe";"c042";"Dates";"Vegetables, fruit, nuts, pulses, spices";10;2,5;1;5;9,5
"43";"ARM";"Armenia";"Europe";"c043";"Grapes and products (excl wine)";"Vegetables, fruit, nuts, pulses, spices";10;2,5;1;5;9,5
"44";"ARM";"Armenia";"Europe";"c044";"Fruits, Other";"Vegetables, fruit, nuts, pulses, spices";10;2,5;1;5;9,5
"45";"ARM";"Armenia";"Europe";"c045";"Coffee and products";"Coffee, tea, cocoa";0;0;0;0;0
"46";"ARM";"Armenia";"Europe";"c046";"Cocoa Beans and products";"Coffee, tea, cocoa";0;0;0;0;0
"47";"ARM";"Armenia";"Europe";"c047";"Tea (including mate)";"Coffee, tea, cocoa";0;0;0;0;0
"48";"ARM";"Armenia";"Europe";"c048";"Hops";"Vegetables, fruit, nuts, pulses, spices";5;0,5;2,5;0,5;2
"49";"ARM";"Armenia";"Europe";"c049";"Pepper";"Vegetables, fruit, nuts, pulses, spices";5;0,5;2,5;0,5;2
"50";"ARM";"Armenia";"Europe";"c050";"Pimento";"Vegetables, fruit, nuts, pulses, spices";5;0,5;2,5;0,5;2
"51";"ARM";"Armenia";"Europe";"c051";"Cloves";"Vegetables, fruit, nuts, pulses, spices";5;0,5;2,5;0,5;2
"52";"ARM";"Armenia";"Europe";"c052";"Spices, Other";"Vegetables, fruit, nuts, pulses, spices";5;0,5;2,5;0,5;2
"53";"ARM";"Armenia";"Europe";"c053";"Jute";"Fibre crops";0;0;0;0;0
"54";"ARM";"Armenia";"Europe";"c054";"Jute-Like Fibres";"Fibre crops";0;0;0;0;0
"55";"ARM";"Armenia";"Europe";"c055";"Soft-Fibres, Other";"Fibre crops";0;0;0;0;0
"56";"ARM";"Armenia";"Europe";"c056";"Sisal";"Fibre crops";0;0;0;0;0
"57";"ARM";"Armenia";"Europe";"c057";"Abaca";"Fibre crops";0;0;0;0;0
"58";"ARM";"Armenia";"Europe";"c058";"Hard Fibres, Other";"Fibre crops";0;0;0;0;0
"59";"ARM";"Armenia";"Europe";"c059";"Tobacco";"Tobacco, rubber";0;0;0;0;0
"60";"ARM";"Armenia";"Europe";"c060";"Rubber";"Tobacco, rubber";0;0;0;0;0
"61";"ARM";"Armenia";"Europe";"c061";"Fodder crops";"Fodder crops, grazing";0;0;0;0;0
"62";"ARM";"Armenia";"Europe";"c062";"Grazing";"Fodder crops, grazing";0;0;0;0;0
"63";"ARM";"Armenia";"Europe";"c063";"Cottonseed";"Fibre crops";0;0;0;0;0
"64";"ARM";"Armenia";"Europe";"c064";"Palm kernels";"Oil crops";0;0;2,5;0,5;2
"65";"ARM";"Armenia";"Europe";"c065";"Sugar non-centrifugal";"Sugar, sweeteners";0;0;0,25;1;12,5
"66";"ARM";"Armenia";"Europe";"c066";"Molasses";"Sugar, sweeteners";0;0;0,25;1;12,5
"67";"ARM";"Armenia";"Europe";"c067";"Sugar, Refined Equiv";"Sugar, sweeteners";0;0;0,25;1;12,5
"68";"ARM";"Armenia";"Europe";"c068";"Sweeteners, Other";"Sugar, sweeteners";0;0;0,25;1;12,5
"69";"ARM";"Armenia";"Europe";"c069";"Soyabean Oil";"Vegetable oils";0;0;2,5;0,5;2
"70";"ARM";"Armenia";"Europe";"c070";"Groundnut Oil";"Vegetable oils";0;0;2,5;0,5;2
"71";"ARM";"Armenia";"Europe";"c071";"Sunflowerseed Oil";"Vegetable oils";0;0;2,5;0,5;2
"72";"ARM";"Armenia";"Europe";"c072";"Rape and Mustard Oil";"Vegetable oils";0;0;2,5;0,5;2
"73";"ARM";"Armenia";"Europe";"c073";"Cottonseed Oil";"Vegetable oils";0;0;2,5;0,5;2
"74";"ARM";"Armenia";"Europe";"c074";"Palmkernel Oil";"Vegetable oils";0;0;2,5;0,5;2
"75";"ARM";"Armenia";"Europe";"c075";"Palm Oil";"Vegetable oils";0;0;2,5;0,5;2
"76";"ARM";"Armenia";"Europe";"c076";"Coconut Oil";"Vegetable oils";0;0;2,5;0,5;2
"77";"ARM";"Armenia";"Europe";"c077";"Sesameseed Oil";"Vegetable oils";0;0;2,5;0,5;2
"78";"ARM";"Armenia";"Europe";"c078";"Olive Oil";"Vegetable oils";0;0;2,5;0,5;2
"79";"ARM";"Armenia";"Europe";"c079";"Ricebran Oil";"Vegetable oils";0;0;2,5;0,5;2
"80";"ARM";"Armenia";"Europe";"c080";"Maize Germ Oil";"Vegetable oils";0;0;2,5;0,5;2
"81";"ARM";"Armenia";"Europe";"c081";"Oilcrops Oil, Other";"Vegetable oils";0;0;2,5;0,5;2
"82";"ARM";"Armenia";"Europe";"c082";"Soyabean Cake";"Oil cakes";0;0;2,5;0,5;2
"83";"ARM";"Armenia";"Europe";"c083";"Groundnut Cake";"Oil cakes";0;0;2,5;0,5;2
"84";"ARM";"Armenia";"Europe";"c084";"Sunflowerseed Cake";"Oil cakes";0;0;2,5;0,5;2
"85";"ARM";"Armenia";"Europe";"c085";"Rape and Mustard Cake";"Oil cakes";0;0;2,5;0,5;2
"86";"ARM";"Armenia";"Europe";"c086";"Cottonseed Cake";"Oil cakes";0;0;2,5;0,5;2
"87";"ARM";"Armenia";"Europe";"c087";"Palmkernel Cake";"Oil cakes";0;0;2,5;0,5;2
"88";"ARM";"Armenia";"Europe";"c088";"Copra Cake";"Oil cakes";0;0;2,5;0,5;2
"89";"ARM";"Armenia";"Europe";"c089";"Sesameseed Cake";"Oil cakes";0;0;2,5;0,5;2
"90";"ARM";"Armenia";"Europe";"c090";"Oilseed Cakes, Other";"Oil cakes";0;0;2,5;0,5;2
"91";"ARM";"Armenia";"Europe";"c091";"Wine";"Alcohol";0;0;2,5;0,5;2
"92";"ARM";"Armenia";"Europe";"c092";"Beer";"Alcohol";0;0;2,5;0,5;2
"93";"ARM";"Armenia";"Europe";"c093";"Beverages, Fermented";"Alcohol";0;0;2,5;0,5;2
"94";"ARM";"Armenia";"Europe";"c094";"Beverages, Alcoholic";"Alcohol";0;0;2,5;0,5;2
"95";"ARM";"Armenia";"Europe";"c095";"Alcohol, Non-Food";"Ethanol";0;0;0;0;0
"96";"ARM";"Armenia";"Europe";"c096";"Cotton lint";"Fibre crops";0;0;0;0;0
"97";"ARM";"Armenia";"Europe";"c097";"Cattle";"Live animals";0;0;0;0;0
"98";"ARM";"Armenia";"Europe";"c098";"Buffaloes";"Live animals";0;0;0;0;0
"99";"ARM";"Armenia";"Europe";"c099";"Sheep";"Live animals";0;0;0;0;0
"100";"ARM";"Armenia";"Europe";"c100";"Goats";"Live animals";0;0;0;0;0
"101";"ARM";"Armenia";"Europe";"c101";"Pigs";"Live animals";0;0;0;0;0
"102";"ARM";"Armenia";"Europe";"c102";"Poultry Birds";"Live animals";0;0;0;0;0
"103";"ARM";"Armenia";"Europe";"c103";"Horses";"Live animals";0;0;0;0;0
"104";"ARM";"Armenia";"Europe";"c104";"Asses";"Live animals";0;0;0;0;0
"105";"ARM";"Armenia";"Europe";"c105";"Mules";"Live animals";0;0;0;0;0
"106";"ARM";"Armenia";"Europe";"c106";"Camels";"Live animals";0;0;0;0;0
"107";"ARM";"Armenia";"Europe";"c107";"Camelids, other";"Live animals";0;0;0;0;0
"108";"ARM";"Armenia";"Europe";"c108";"Rabbits and hares";"Live animals";0;0;0;0;0
"109";"ARM";"Armenia";"Europe";"c109";"Rodents, other";"Live animals";0;0;0;0;0
"110";"ARM";"Armenia";"Europe";"c110";"Live animals, other";"Live animals";0;0;0;0;0
"111";"ARM";"Armenia";"Europe";"c111";"Milk - Excluding Butter";"Milk";1,75;0,25;0,6;0,25;3,5
"112";"ARM";"Armenia";"Europe";"c112";"Butter, Ghee";"Milk";1,75;0,25;0,6;0,25;3,5
"113";"ARM";"Armenia";"Europe";"c113";"Eggs";"Eggs";2;0;0,25;1;4
"114";"ARM";"Armenia";"Europe";"c114";"Wool (Clean Eq.)";"Hides, skins, wool";0;0;0;0;0
"115";"ARM";"Armenia";"Europe";"c115";"Bovine Meat";"Meat";1,15;0,3065;1,25;2;5,5
"116";"ARM";"Armenia";"Europe";"c116";"Mutton & Goat Meat";"Meat";5;0,309;2,5;2;5,5
"117";"ARM";"Armenia";"Europe";"c117";"Pigmeat";"Meat";1,25;0,115;2,5;2;5,5
"118";"ARM";"Armenia";"Europe";"c118";"Poultry Meat";"Meat";1,25;0,825;2,5;2;5,5
"119";"ARM";"Armenia";"Europe";"c119";"Meat, Other";"Meat";1,6;0,35;1,25;2;5,5
"120";"ARM";"Armenia";"Europe";"c120";"Offals, Edible";"Meat";1,6;0,35;1,25;2;5,5
"121";"ARM";"Armenia";"Europe";"c121";"Fats, Animals, Raw";"Animal fats";1,6;0,35;1,25;2;5,5
"122";"ARM";"Armenia";"Europe";"c122";"Hides and skins";"Hides, skins, wool";0;0;0;0;0
"123";"ARM";"Armenia";"Europe";"c123";"Meat Meal";"Meat";1,6;0,35;1,25;2;5,5
"124";"ARM";"Armenia";"Europe";"c124";"Pet food";"Meat";1,6;0,35;1,25;2;5,5
"125";"ARM";"Armenia";"Europe";"c125";"Honey";"Honey";5;0,5;2,5;0,5;2
"126";"ARM";"Armenia";"Europe";"c126";"Silk";"Hides, skins, wool";0;0;0;0;0
"127";"ARM";"Armenia";"Europe";"c127";"Fish, Seafood";"Fish";4,7;0,25;3;4,5;5,5
"128";"ARM";"Armenia";"Europe";"c128";"Wood fuel";"Wood";0;0;0;0;0
"129";"ARM";"Armenia";"Europe";"c129";"Industrial roundwood, coniferous";"Wood";0;0;0;0;0
"130";"ARM";"Armenia";"Europe";"c130";"Industrial roundwood, non-coniferous";"Wood";0;0;0;0;0
"131";"AFG";"Afghanistan";"SSAsia";"c001";"Rice (Milled Equivalent)";"Cereals";3;3,5;1,75;1;1,5
"132";"AFG";"Afghanistan";"SSAsia";"c002";"Wheat and products";"Cereals";3;3,5;1,75;1;1,5
"133";"AFG";"Afghanistan";"SSAsia";"c003";"Barley and products";"Cereals";3;3,5;1,75;1;1,5
"134";"AFG";"Afghanistan";"SSAsia";"c004";"Maize and products";"Cereals";3;3,5;1,75;1;1,5
"135";"AFG";"Afghanistan";"SSAsia";"c005";"Rye and products";"Cereals";3;3,5;1,75;1;1,5
"136";"AFG";"Afghanistan";"SSAsia";"c006";"Oats";"Cereals";3;3,5;1,75;1;1,5
"137";"AFG";"Afghanistan";"SSAsia";"c007";"Millet and products";"Cereals";3;3,5;1,75;1;1,5
"138";"AFG";"Afghanistan";"SSAsia";"c008";"Sorghum and products";"Cereals";3;3,5;1,75;1;1,5
"139";"AFG";"Afghanistan";"SSAsia";"c009";"Cereals, Other";"Cereals";3;3,5;1,75;1;1,5
"140";"AFG";"Afghanistan";"SSAsia";"c010";"Potatoes and products";"Roots and tubers";3;9,5;5;5,5;1,5
"141";"AFG";"Afghanistan";"SSAsia";"c011";"Cassava and products";"Roots and tubers";3;9,5;5;5,5;1,5
"142";"AFG";"Afghanistan";"SSAsia";"c012";"Sweet potatoes";"Roots and tubers";3;9,5;5;5,5;1,5
"143";"AFG";"Afghanistan";"SSAsia";"c013";"Roots, Other";"Roots and tubers";3;9,5;5;5,5;1,5
"144";"AFG";"Afghanistan";"SSAsia";"c014";"Yams";"Roots and tubers";3;9,5;5;5,5;1,5
"145";"AFG";"Afghanistan";"SSAsia";"c015";"Sugar cane";"Sugar crops";3;3,5;1,75;1;1,5
"146";"AFG";"Afghanistan";"SSAsia";"c016";"Sugar beet";"Sugar crops";3;9,5;5;5,5;1,5
"147";"AFG";"Afghanistan";"SSAsia";"c017";"Beans";"Vegetables, fruit, nuts, pulses, spices";3,5;6;4;1;0,5
"148";"AFG";"Afghanistan";"SSAsia";"c018";"Peas";"Vegetables, fruit, nuts, pulses, spices";3,5;6;4;1;0,5
"149";"AFG";"Afghanistan";"SSAsia";"c019";"Pulses, Other and products";"Vegetables, fruit, nuts, pulses, spices";3,5;6;4;1;0,5
"150";"AFG";"Afghanistan";"SSAsia";"c020";"Nuts and products";"Vegetables, fruit, nuts, pulses, spices";3,5;6;4;1;0,5
"151";"AFG";"Afghanistan";"SSAsia";"c021";"Soyabeans";"Oil crops";2,75;6;4;1;0,5
"152";"AFG";"Afghanistan";"SSAsia";"c022";"Groundnuts (Shelled Eq)";"Oil crops";3,5;6;4;1;0,5
"153";"AFG";"Afghanistan";"SSAsia";"c023";"Sunflower seed";"Oil crops";3,5;6;4;1;0,5
"154";"AFG";"Afghanistan";"SSAsia";"c024";"Rape and Mustardseed";"Oil crops";3,5;6;4;1;0,5
"155";"AFG";"Afghanistan";"SSAsia";"c025";"Seed cotton";"Oil crops";3,5;6;4;1;0,5
"156";"AFG";"Afghanistan";"SSAsia";"c026";"Coconuts - Incl Copra";"Oil crops";3,75;6;4;1;0,5
"157";"AFG";"Afghanistan";"SSAsia";"c027";"Sesame seed";"Oil crops";3,5;6;4;1;0,5
"158";"AFG";"Afghanistan";"SSAsia";"c028";"Oil, palm fruit";"Oil crops";3,5;6;4;1;0,5
"159";"AFG";"Afghanistan";"SSAsia";"c029";"Olives (including preserved)";"Oil crops";3,5;6;4;1;0,5
"160";"AFG";"Afghanistan";"SSAsia";"c030";"Oilcrops, Other";"Oil crops";3,5;6;4;1;0,5
"161";"AFG";"Afghanistan";"SSAsia";"c031";"Tomatoes and products";"Vegetables, fruit, nuts, pulses, spices";2,25;4,5;12,5;5;3,5
"162";"AFG";"Afghanistan";"SSAsia";"c032";"Onions";"Vegetables, fruit, nuts, pulses, spices";7,5;4,5;12,5;5;3,5
"163";"AFG";"Afghanistan";"SSAsia";"c033";"Vegetables, Other";"Vegetables, fruit, nuts, pulses, spices";7,5;4,5;12,5;5;3,5
"164";"AFG";"Afghanistan";"SSAsia";"c034";"Oranges, Mandarines";"Vegetables, fruit, nuts, pulses, spices";7,5;4,5;12,5;5;3,5
"165";"AFG";"Afghanistan";"SSAsia";"c035";"Lemons, Limes and products";"Vegetables, fruit, nuts, pulses, spices";7,5;4,5;12,5;5;3,5
"166";"AFG";"Afghanistan";"SSAsia";"c036";"Grapefruit and products";"Vegetables, fruit, nuts, pulses, spices";7,5;4,5;12,5;5;3,5
"167";"AFG";"Afghanistan";"SSAsia";"c037";"Citrus, Other";"Vegetables, fruit, nuts, pulses, spices";7,5;4,5;12,5;5;3,5
"168";"AFG";"Afghanistan";"SSAsia";"c038";"Bananas";"Vegetables, fruit, nuts, pulses, spices";7,5;4,5;12,5;5;3,5
"169";"AFG";"Afghanistan";"SSAsia";"c039";"Plantains";"Vegetables, fruit, nuts, pulses, spices";7,5;4,5;12,5;5;3,5
"170";"AFG";"Afghanistan";"SSAsia";"c040";"Apples and products";"Vegetables, fruit, nuts, pulses, spices";7,5;4,5;12,5;5;3,5
"171";"AFG";"Afghanistan";"SSAsia";"c041";"Pineapples and products";"Vegetables, fruit, nuts, pulses, spices";7,5;4,5;12,5;5;3,5
"172";"AFG";"Afghanistan";"SSAsia";"c042";"Dates";"Vegetables, fruit, nuts, pulses, spices";7,5;4,5;12,5;5;3,5
"173";"AFG";"Afghanistan";"SSAsia";"c043";"Grapes and products (excl wine)";"Vegetables, fruit, nuts, pulses, spices";7,5;4,5;12,5;5;3,5
"174";"AFG";"Afghanistan";"SSAsia";"c044";"Fruits, Other";"Vegetables, fruit, nuts, pulses, spices";7,5;4,5;12,5;5;3,5
"175";"AFG";"Afghanistan";"SSAsia";"c045";"Coffee and products";"Coffee, tea, cocoa";0;0;0;0;0
"176";"AFG";"Afghanistan";"SSAsia";"c046";"Cocoa Beans and products";"Coffee, tea, cocoa";0;0;0;0;0
"177";"AFG";"Afghanistan";"SSAsia";"c047";"Tea (including mate)";"Coffee, tea, cocoa";0;0;0;0;0
"178";"AFG";"Afghanistan";"SSAsia";"c048";"Hops";"Vegetables, fruit, nuts, pulses, spices";3,5;6;4;1;0,5
"179";"AFG";"Afghanistan";"SSAsia";"c049";"Pepper";"Vegetables, fruit, nuts, pulses, spices";3,5;6;4;1;0,5
"180";"AFG";"Afghanistan";"SSAsia";"c050";"Pimento";"Vegetables, fruit, nuts, pulses, spices";3,5;6;4;1;0,5
"181";"AFG";"Afghanistan";"SSAsia";"c051";"Cloves";"Vegetables, fruit, nuts, pulses, spices";3,5;6;4;1;0,5
"182";"AFG";"Afghanistan";"SSAsia";"c052";"Spices, Other";"Vegetables, fruit, nuts, pulses, spices";3,5;6;4;1;0,5
"183";"AFG";"Afghanistan";"SSAsia";"c053";"Jute";"Fibre crops";0;0;0;0;0
"184";"AFG";"Afghanistan";"SSAsia";"c054";"Jute-Like Fibres";"Fibre crops";0;0;0;0;0
"185";"AFG";"Afghanistan";"SSAsia";"c055";"Soft-Fibres, Other";"Fibre crops";0;0;0;0;0
"186";"AFG";"Afghanistan";"SSAsia";"c056";"Sisal";"Fibre crops";0;0;0;0;0
"187";"AFG";"Afghanistan";"SSAsia";"c057";"Abaca";"Fibre crops";0;0;0;0;0
"188";"AFG";"Afghanistan";"SSAsia";"c058";"Hard Fibres, Other";"Fibre crops";0;0;0;0;0
"189";"AFG";"Afghanistan";"SSAsia";"c059";"Tobacco";"Tobacco, rubber";0;0;0;0;0
"190";"AFG";"Afghanistan";"SSAsia";"c060";"Rubber";"Tobacco, rubber";0;0;0;0;0
"191";"AFG";"Afghanistan";"SSAsia";"c061";"Fodder crops";"Fodder crops, grazing";0;0;0;0;0
"192";"AFG";"Afghanistan";"SSAsia";"c062";"Grazing";"Fodder crops, grazing";0;0;0;0;0
"193";"AFG";"Afghanistan";"SSAsia";"c063";"Cottonseed";"Fibre crops";0;0;0;0;0
"194";"AFG";"Afghanistan";"SSAsia";"c064";"Palm kernels";"Oil crops";0;0;4;1;0,5
"195";"AFG";"Afghanistan";"SSAsia";"c065";"Sugar non-centrifugal";"Sugar, sweeteners";0;0;1,75;1;1,5
"196";"AFG";"Afghanistan";"SSAsia";"c066";"Molasses";"Sugar, sweeteners";0;0;1,75;1;1,5
"197";"AFG";"Afghanistan";"SSAsia";"c067";"Sugar, Refined Equiv";"Sugar, sweeteners";0;0;1,75;1;1,5
"198";"AFG";"Afghanistan";"SSAsia";"c068";"Sweeteners, Other";"Sugar, sweeteners";0;0;1,75;1;1,5
"199";"AFG";"Afghanistan";"SSAsia";"c069";"Soyabean Oil";"Vegetable oils";0;0;4;1;0,5
"200";"AFG";"Afghanistan";"SSAsia";"c070";"Groundnut Oil";"Vegetable oils";0;0;4;1;0,5
"201";"AFG";"Afghanistan";"SSAsia";"c071";"Sunflowerseed Oil";"Vegetable oils";0;0;4;1;0,5
"202";"AFG";"Afghanistan";"SSAsia";"c072";"Rape and Mustard Oil";"Vegetable oils";0;0;4;1;0,5
"203";"AFG";"Afghanistan";"SSAsia";"c073";"Cottonseed Oil";"Vegetable oils";0;0;4;1;0,5
"204";"AFG";"Afghanistan";"SSAsia";"c074";"Palmkernel Oil";"Vegetable oils";0;0;4;1;0,5
"205";"AFG";"Afghanistan";"SSAsia";"c075";"Palm Oil";"Vegetable oils";0;0;4;1;0,5
"206";"AFG";"Afghanistan";"SSAsia";"c076";"Coconut Oil";"Vegetable oils";0;0;4;1;0,5
"207";"AFG";"Afghanistan";"SSAsia";"c077";"Sesameseed Oil";"Vegetable oils";0;0;4;1;0,5
"208";"AFG";"Afghanistan";"SSAsia";"c078";"Olive Oil";"Vegetable oils";0;0;4;1;0,5
"209";"AFG";"Afghanistan";"SSAsia";"c079";"Ricebran Oil";"Vegetable oils";0;0;4;1;0,5
"210";"AFG";"Afghanistan";"SSAsia";"c080";"Maize Germ Oil";"Vegetable oils";0;0;4;1;0,5
"211";"AFG";"Afghanistan";"SSAsia";"c081";"Oilcrops Oil, Other";"Vegetable oils";0;0;4;1;0,5
"212";"AFG";"Afghanistan";"SSAsia";"c082";"Soyabean Cake";"Oil cakes";0;0;4;1;0,5
"213";"AFG";"Afghanistan";"SSAsia";"c083";"Groundnut Cake";"Oil cakes";0;0;4;1;0,5
"214";"AFG";"Afghanistan";"SSAsia";"c084";"Sunflowerseed Cake";"Oil cakes";0;0;4;1;0,5
"215";"AFG";"Afghanistan";"SSAsia";"c085";"Rape and Mustard Cake";"Oil cakes";0;0;4;1;0,5
"216";"AFG";"Afghanistan";"SSAsia";"c086";"Cottonseed Cake";"Oil cakes";0;0;4;1;0,5
"217";"AFG";"Afghanistan";"SSAsia";"c087";"Palmkernel Cake";"Oil cakes";0;0;4;1;0,5
"218";"AFG";"Afghanistan";"SSAsia";"c088";"Copra Cake";"Oil cakes";0;0;4;1;0,5
"219";"AFG";"Afghanistan";"SSAsia";"c089";"Sesameseed Cake";"Oil cakes";0;0;4;1;0,5
"220";"AFG";"Afghanistan";"SSAsia";"c090";"Oilseed Cakes, Other";"Oil cakes";0;0;4;1;0,5
"221";"AFG";"Afghanistan";"SSAsia";"c091";"Wine";"Alcohol";0;0;4;1;0,5
"222";"AFG";"Afghanistan";"SSAsia";"c092";"Beer";"Alcohol";0;0;4;1;0,5
"223";"AFG";"Afghanistan";"SSAsia";"c093";"Beverages, Fermented";"Alcohol";0;0;4;1;0,5
"224";"AFG";"Afghanistan";"SSAsia";"c094";"Beverages, Alcoholic";"Alcohol";0;0;4;1;0,5
"225";"AFG";"Afghanistan";"SSAsia";"c095";"Alcohol, Non-Food";"Ethanol";0;0;0;0;0
"226";"AFG";"Afghanistan";"SSAsia";"c096";"Cotton lint";"Fibre crops";0;0;0;0;0
"227";"AFG";"Afghanistan";"SSAsia";"c097";"Cattle";"Live animals";0;0;0;0;0
"228";"AFG";"Afghanistan";"SSAsia";"c098";"Buffaloes";"Live animals";0;0;0;0;0
"229";"AFG";"Afghanistan";"SSAsia";"c099";"Sheep";"Live animals";0;0;0;0;0
"230";"AFG";"Afghanistan";"SSAsia";"c100";"Goats";"Live animals";0;0;0;0;0
"231";"AFG";"Afghanistan";"SSAsia";"c101";"Pigs";"Live animals";0;0;0;0;0
"232";"AFG";"Afghanistan";"SSAsia";"c102";"Poultry Birds";"Live animals";0;0;0;0;0
"233";"AFG";"Afghanistan";"SSAsia";"c103";"Horses";"Live animals";0;0;0;0;0
"234";"AFG";"Afghanistan";"SSAsia";"c104";"Asses";"Live animals";0;0;0;0;0
"235";"AFG";"Afghanistan";"SSAsia";"c105";"Mules";"Live animals";0;0;0;0;0
"236";"AFG";"Afghanistan";"SSAsia";"c106";"Camels";"Live animals";0;0;0;0;0
"237";"AFG";"Afghanistan";"SSAsia";"c107";"Camelids, other";"Live animals";0;0;0;0;0
"238";"AFG";"Afghanistan";"SSAsia";"c108";"Rabbits and hares";"Live animals";0;0;0;0;0
"239";"AFG";"Afghanistan";"SSAsia";"c109";"Rodents, other";"Live animals";0;0;0;0;0
"240";"AFG";"Afghanistan";"SSAsia";"c110";"Live animals, other";"Live animals";0;0;0;0;0
