"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";3224084,21078737;3098150,31292951;2980360,81890183;2435436,39757741
"2";"plant_based";"waste";106894,579304288;125933,897857854;117789,494027686;544924,421324416
"3";"animal_based";"cont";169164048,038141;168269988,202967;167467134,920841;163776720,721399
"4";"animal_based";"waste";788586,64689904;894059,835173994;802853,282126537;3690414,19944162
